,Unnamed: 0,Unnamed: 0.1,tour_descript,city,dates,theatre,city_opening_date,city_closing_date,geo_code,full_code,metro_area_name,year
305,305,305,pippin (tour),"Greenville, SC","Mar 17, 2015 - Mar 22, 2015",Peace Center For The Performing Arts,2015-03-17 00:00:00,2015-03-22 00:00:00,567,US-SC-567,"Greenville-Spartanburg SC-Asheville NC-Anderson SC,",2015
306,306,306,rodgers + hammerstein's cinderella (tour),"Greenville, SC","Aug 04, 2015 - Aug 09, 2015",Peace Center For The Performing Arts,2015-08-04 00:00:00,2015-08-09 00:00:00,567,US-SC-567,"Greenville-Spartanburg SC-Asheville NC-Anderson SC,",2015
307,307,307,kinky boots (tour),"Greenville, SC","Sep 01, 2015 - Sep 06, 2015",Peace Center For The Performing Arts,2015-09-01 00:00:00,2015-09-06 00:00:00,567,US-SC-567,"Greenville-Spartanburg SC-Asheville NC-Anderson SC,",2013
308,308,308,newsies the musical (tour),"Greenville, SC","Dec 29, 2015 - Jan 03, 2016",Peace Center For The Performing Arts,2015-12-29 00:00:00,2016-01-03 00:00:00,567,US-SC-567,"Greenville-Spartanburg SC-Asheville NC-Anderson SC,",2015
309,309,309,jersey boys (tour),"Greenville, SC","Oct 27, 2015 - Nov 01, 2015",Peace Center For The Performing Arts,2015-10-27 00:00:00,2015-11-01 00:00:00,567,US-SC-567,"Greenville-Spartanburg SC-Asheville NC-Anderson SC,",2018
310,310,310,jersey boys (tour),"Greenville, SC","Jul 10, 2013 - Jul 21, 2013",Peace Center For The Performing Arts,2013-07-10 00:00:00,2013-07-21 00:00:00,567,US-SC-567,"Greenville-Spartanburg SC-Asheville NC-Anderson SC,",2017
311,311,311,once (tour),"Greenville, SC","Sep 23, 2014 - Sep 28, 2014",Peace Center For The Performing Arts,2014-09-23 00:00:00,2014-09-28 00:00:00,567,US-SC-567,"Greenville-Spartanburg SC-Asheville NC-Anderson SC,",2014
312,312,312,wicked (tour: munchkinland),"Greenville, SC","Jan 28, 2015 - Feb 15, 2015",Peace Center For The Performing Arts,2015-01-28 00:00:00,2015-02-15 00:00:00,567,US-SC-567,"Greenville-Spartanburg SC-Asheville NC-Anderson SC,",2018
314,314,314,motown the musical (tour),"Greenville, SC","Nov 24, 2015 - Nov 29, 2015",Peace Center For The Performing Arts,2015-11-24 00:00:00,2015-11-29 00:00:00,567,US-SC-567,"Greenville-Spartanburg SC-Asheville NC-Anderson SC,",2015
315,315,315,the phantom of the opera (tour),"Greenville, SC","Jan 31, 2018 - Feb 11, 2018",Peace Center For The Performing Arts,2018-01-31 00:00:00,2018-02-11 00:00:00,567,US-SC-567,"Greenville-Spartanburg SC-Asheville NC-Anderson SC,",2016
316,316,316,the phantom of the opera (tour),"Greenville, SC","May 14, 2014 - May 25, 2014",Peace Center For The Performing Arts,2014-05-14 00:00:00,2014-05-25 00:00:00,567,US-SC-567,"Greenville-Spartanburg SC-Asheville NC-Anderson SC,",2016
317,317,317,million dollar quartet (tour),"Greenville, SC","Nov 20, 2012 - Nov 25, 2012",Peace Center For The Performing Arts,2012-11-20 00:00:00,2012-11-25 00:00:00,567,US-SC-567,"Greenville-Spartanburg SC-Asheville NC-Anderson SC,",2016
318,318,318,matilda the musical (tour),"Greenville, SC","Feb 02, 2016 - Feb 07, 2016",Peace Center For The Performing Arts,2016-02-02 00:00:00,2016-02-07 00:00:00,567,US-SC-567,"Greenville-Spartanburg SC-Asheville NC-Anderson SC,",2016
319,319,319,the illusionists - witness the impossible (tour),"Greenville, SC","May 04, 2019 - May 05, 2019",Peace Center For The Performing Arts,2019-05-04 00:00:00,2019-05-05 00:00:00,567,US-SC-567,"Greenville-Spartanburg SC-Asheville NC-Anderson SC,",2019
320,320,320,the bridges of madison county (tour),"Greenville, SC","Jul 19, 2016 - Jul 24, 2016",Peace Center For The Performing Arts,2016-07-19 00:00:00,2016-07-24 00:00:00,567,US-SC-567,"Greenville-Spartanburg SC-Asheville NC-Anderson SC,",2016
321,321,321,the sound of music (tour),"Greenville, SC","Apr 20, 2016 - Apr 24, 2016",Peace Center For The Performing Arts,2016-04-20 00:00:00,2016-04-24 00:00:00,567,US-SC-567,"Greenville-Spartanburg SC-Asheville NC-Anderson SC,",2017
322,322,322,a gentleman's guide to love &amp; murder (tour),"Greenville, SC","Sep 27, 2016 - Oct 02, 2016",Peace Center For The Performing Arts,2016-09-27 00:00:00,2016-10-02 00:00:00,567,US-SC-567,"Greenville-Spartanburg SC-Asheville NC-Anderson SC,",2017
323,323,323,beautiful the carole king musical (tour),"Greenville, SC","Dec 31, 2019 - Jan 05, 2020",Peace Center For The Performing Arts,2019-12-31 00:00:00,2020-01-05 00:00:00,567,US-SC-567,"Greenville-Spartanburg SC-Asheville NC-Anderson SC,",2016
324,324,324,beautiful the carole king musical (tour),"Greenville, SC","Feb 21, 2017 - Feb 26, 2017",Peace Center For The Performing Arts,2017-02-21 00:00:00,2017-02-26 00:00:00,567,US-SC-567,"Greenville-Spartanburg SC-Asheville NC-Anderson SC,",2017
325,325,325,cabaret (tour),"Greenville, SC","Mar 15, 2016 - Mar 20, 2016",Peace Center For The Performing Arts,2016-03-15 00:00:00,2016-03-20 00:00:00,567,US-SC-567,"Greenville-Spartanburg SC-Asheville NC-Anderson SC,",2017
326,326,326,an american in paris (tour),"Greenville, SC","Nov 29, 2016 - Dec 04, 2016",Peace Center For The Performing Arts,2016-11-29 00:00:00,2016-12-04 00:00:00,567,US-SC-567,"Greenville-Spartanburg SC-Asheville NC-Anderson SC,",2016
327,327,327,finding neverland (tour),"Greenville, SC","Jul 25, 2017 - Jul 30, 2017",Peace Center For The Performing Arts,2017-07-25 00:00:00,2017-07-30 00:00:00,567,US-SC-567,"Greenville-Spartanburg SC-Asheville NC-Anderson SC,",2013
328,328,328,the curious incident of the dog in the night-time (tour),"Greenville, SC","Oct 25, 2016 - Oct 30, 2016",Peace Center For The Performing Arts,2016-10-25 00:00:00,2016-10-30 00:00:00,567,US-SC-567,"Greenville-Spartanburg SC-Asheville NC-Anderson SC,",2014
329,329,329,the king and i (tour),"Greenville, SC","Aug 22, 2017 - Aug 27, 2017",Peace Center For The Performing Arts,2017-08-22 00:00:00,2017-08-27 00:00:00,567,US-SC-567,"Greenville-Spartanburg SC-Asheville NC-Anderson SC,",2013
330,330,330,something rotten! (tour),"Greenville, SC","Apr 11, 2017 - Apr 16, 2017",Peace Center For The Performing Arts,2017-04-11 00:00:00,2017-04-16 00:00:00,567,US-SC-567,"Greenville-Spartanburg SC-Asheville NC-Anderson SC,",2014
331,331,331,fun home (tour),"Greenville, SC","Sep 26, 2017 - Oct 01, 2017",Peace Center For The Performing Arts,2017-09-26 00:00:00,2017-10-01 00:00:00,567,US-SC-567,"Greenville-Spartanburg SC-Asheville NC-Anderson SC,",2013
332,332,332,evita (tour: 2013),"Greenville, SC","Jun 24, 2014 - Jun 29, 2014",Peace Center For The Performing Arts,2014-06-24 00:00:00,2014-06-29 00:00:00,567,US-SC-567,"Greenville-Spartanburg SC-Asheville NC-Anderson SC,",2013
333,333,333,the gershwins' porgy and bess (tour),"Greenville, SC","Jan 28, 2014 - Feb 02, 2014",Peace Center For The Performing Arts,2014-01-28 00:00:00,2014-02-02 00:00:00,567,US-SC-567,"Greenville-Spartanburg SC-Asheville NC-Anderson SC,",2013
334,334,334,anything goes (tour),"Greenville, SC","Nov 12, 2013 - Nov 17, 2013",Peace Center For The Performing Arts,2013-11-12 00:00:00,2013-11-17 00:00:00,567,US-SC-567,"Greenville-Spartanburg SC-Asheville NC-Anderson SC,",2017
335,335,335,war horse (tour),"Greenville, SC","Oct 17, 2013 - Oct 20, 2013",Peace Center For The Performing Arts,2013-10-17 00:00:00,2013-10-20 00:00:00,567,US-SC-567,"Greenville-Spartanburg SC-Asheville NC-Anderson SC,",2012
336,336,336,sister act (tour),"Greenville, SC","Jan 15, 2013 - Jan 20, 2013",Peace Center For The Performing Arts,2013-01-15 00:00:00,2013-01-20 00:00:00,567,US-SC-567,"Greenville-Spartanburg SC-Asheville NC-Anderson SC,",2016
337,337,337,les misérables (tour: 25th anniversary),"Greenville, SC","Apr 17, 2012 - Apr 22, 2012",Peace Center For The Performing Arts,2012-04-17 00:00:00,2012-04-22 00:00:00,567,US-SC-567,"Greenville-Spartanburg SC-Asheville NC-Anderson SC,",2011
338,338,338,mary poppins (tour),"Greenville, SC","Dec 11, 2012 - Dec 16, 2012",Peace Center For The Performing Arts,2012-12-11 00:00:00,2012-12-16 00:00:00,567,US-SC-567,"Greenville-Spartanburg SC-Asheville NC-Anderson SC,",2012
339,339,339,aladdin (tour),"Greenville, SC","Feb 12, 2020 - Feb 23, 2020",Peace Center For The Performing Arts,2020-02-12 00:00:00,2020-02-23 00:00:00,567,US-SC-567,"Greenville-Spartanburg SC-Asheville NC-Anderson SC,",2009
340,340,340,peter pan (tour),"Greenville, SC","Nov 01, 2011 - Nov 06, 2011",Peace Center For The Performing Arts,2011-11-01 00:00:00,2011-11-06 00:00:00,567,US-SC-567,"Greenville-Spartanburg SC-Asheville NC-Anderson SC,",2012
341,341,341,west side story (tour),"Greenville, SC","Aug 23, 2011 - Aug 28, 2011",Peace Center For The Performing Arts,2011-08-23 00:00:00,2011-08-28 00:00:00,567,US-SC-567,"Greenville-Spartanburg SC-Asheville NC-Anderson SC,",2018
342,342,342,9 to 5 (tour),"Greenville, SC","Jan 04, 2011 - Jan 09, 2011",Peace Center For The Performing Arts,2011-01-04 00:00:00,2011-01-09 00:00:00,567,US-SC-567,"Greenville-Spartanburg SC-Asheville NC-Anderson SC,",2018
343,343,343,young frankenstein (tour),"Greenville, SC","Feb 15, 2011 - Feb 20, 2011",Peace Center For The Performing Arts,2011-02-15 00:00:00,2011-02-20 00:00:00,567,US-SC-567,"Greenville-Spartanburg SC-Asheville NC-Anderson SC,",2011
344,344,344,flashdance the musical (tour),"Greenville, SC","Apr 22, 2014 - Apr 27, 2014",Peace Center For The Performing Arts,2014-04-22 00:00:00,2014-04-27 00:00:00,567,US-SC-567,"Greenville-Spartanburg SC-Asheville NC-Anderson SC,",2008
345,345,345,dirty dancing (tour),"Greenville, SC","Sep 29, 2015 - Oct 04, 2015",Peace Center For The Performing Arts,2015-09-29 00:00:00,2015-10-04 00:00:00,567,US-SC-567,"Greenville-Spartanburg SC-Asheville NC-Anderson SC,",2013
346,346,346,the bodyguard (tour),"Greenville, SC","Sep 11, 2017 - Sep 17, 2017",Peace Center For The Performing Arts,2017-09-11 00:00:00,2017-09-17 00:00:00,567,US-SC-567,"Greenville-Spartanburg SC-Asheville NC-Anderson SC,",2011
347,347,347,memphis (tour),"Greenville, SC","Feb 21, 2012 - Feb 26, 2012",Peace Center For The Performing Arts,2012-02-21 00:00:00,2012-02-26 00:00:00,567,US-SC-567,"Greenville-Spartanburg SC-Asheville NC-Anderson SC,",2010
348,348,348,camelot (tour),"Greenville, SC","Feb 27, 2007 - Mar 04, 2007",Peace Center For The Performing Arts,2007-02-27 00:00:00,2007-03-04 00:00:00,567,US-SC-567,"Greenville-Spartanburg SC-Asheville NC-Anderson SC,",2013
349,349,349,legally blonde (tour),"Greenville, SC","Mar 24, 2009 - Mar 29, 2009",Peace Center For The Performing Arts,2009-03-24 00:00:00,2009-03-29 00:00:00,567,US-SC-567,"Greenville-Spartanburg SC-Asheville NC-Anderson SC,",2017
350,350,350,sweeney todd (tour),"Greenville, SC","Jan 22, 2008 - Jan 27, 2008",Peace Center For The Performing Arts,2008-01-22 00:00:00,2008-01-27 00:00:00,567,US-SC-567,"Greenville-Spartanburg SC-Asheville NC-Anderson SC,",2014
351,351,351,south pacific (tour),"Greenville, SC","Nov 17, 2009 - Nov 22, 2009",Peace Center For The Performing Arts,2009-11-17 00:00:00,2009-11-22 00:00:00,567,US-SC-567,"Greenville-Spartanburg SC-Asheville NC-Anderson SC,",2017
352,352,352,billy elliot: the musical (tour),"Greenville, SC","Feb 12, 2013 - Feb 17, 2013",Peace Center For The Performing Arts,2013-02-12 00:00:00,2013-02-17 00:00:00,567,US-SC-567,"Greenville-Spartanburg SC-Asheville NC-Anderson SC,",2012
353,353,353,mamma mia! (tour: second national),"Greenville, SC","Aug 26, 2008 - Aug 31, 2008",Peace Center For The Performing Arts,2008-08-26 00:00:00,2008-08-31 00:00:00,567,US-SC-567,"Greenville-Spartanburg SC-Asheville NC-Anderson SC,",2010
354,354,354,mamma mia! (tour: second national),"Greenville, SC","Aug 08, 2006 - Aug 13, 2006",Peace Center For The Performing Arts,2006-08-08 00:00:00,2006-08-13 00:00:00,567,US-SC-567,"Greenville-Spartanburg SC-Asheville NC-Anderson SC,",2010
355,355,355,mamma mia! (tour: second national),"Greenville, SC","Feb 17, 2004 - Feb 22, 2004",Peace Center For The Performing Arts,2004-02-17 00:00:00,2004-02-22 00:00:00,567,US-SC-567,"Greenville-Spartanburg SC-Asheville NC-Anderson SC,",2009
356,356,356,chicago (tour),"Greenville, SC","Aug 18, 2009 - Aug 23, 2009",Peace Center For The Performing Arts,2009-08-18 00:00:00,2009-08-23 00:00:00,567,US-SC-567,"Greenville-Spartanburg SC-Asheville NC-Anderson SC,",2011
357,357,357,a chorus line (tour),"Greenville, SC","Oct 07, 2008 - Oct 12, 2008",Peace Center For The Performing Arts,2008-10-07 00:00:00,2008-10-12 00:00:00,567,US-SC-567,"Greenville-Spartanburg SC-Asheville NC-Anderson SC,",2009
358,358,358,spring awakening (tour),"Greenville, SC","Mar 16, 2010 - Mar 21, 2010",Peace Center For The Performing Arts,2010-03-16 00:00:00,2010-03-21 00:00:00,567,US-SC-567,"Greenville-Spartanburg SC-Asheville NC-Anderson SC,",2011
359,359,359,dreamgirls (tour),"Greenville, SC","Aug 10, 2010 - Aug 15, 2010",Peace Center For The Performing Arts,2010-08-10 00:00:00,2010-08-15 00:00:00,567,US-SC-567,"Greenville-Spartanburg SC-Asheville NC-Anderson SC,",2010
360,360,360,the drowsy chaperone (tour),"Greenville, SC","May 13, 2008 - May 18, 2008",Peace Center For The Performing Arts,2008-05-13 00:00:00,2008-05-18 00:00:00,567,US-SC-567,"Greenville-Spartanburg SC-Asheville NC-Anderson SC,",2008
361,361,361,avenue q (tour),"Greenville, SC","Jul 15, 2008 - Jul 20, 2008",Peace Center For The Performing Arts,2008-07-15 00:00:00,2008-07-20 00:00:00,567,US-SC-567,"Greenville-Spartanburg SC-Asheville NC-Anderson SC,",2007
362,362,362,spamalot (tour),"Greenville, SC","Apr 08, 2008 - Apr 13, 2008",Peace Center For The Performing Arts,2008-04-08 00:00:00,2008-04-13 00:00:00,567,US-SC-567,"Greenville-Spartanburg SC-Asheville NC-Anderson SC,",2005
363,363,363,my fair lady (tour),"Greenville, SC","Nov 20, 2007 - Nov 25, 2007",Peace Center For The Performing Arts,2007-11-20 00:00:00,2007-11-25 00:00:00,567,US-SC-567,"Greenville-Spartanburg SC-Asheville NC-Anderson SC,",2009
364,364,364,sweet charity (tour),"Greenville, SC","Mar 27, 2007 - Apr 01, 2007",Peace Center For The Performing Arts,2007-03-27 00:00:00,2007-04-01 00:00:00,567,US-SC-567,"Greenville-Spartanburg SC-Asheville NC-Anderson SC,",2009
365,365,365,annie (tour),"Greenville, SC","Oct 31, 2006 - Nov 05, 2006",Peace Center For The Performing Arts,2006-10-31 00:00:00,2006-11-05 00:00:00,567,US-SC-567,"Greenville-Spartanburg SC-Asheville NC-Anderson SC,",2009
366,366,366,movin' out (tour),"Greenville, SC","Feb 28, 2006 - Mar 05, 2006",Peace Center For The Performing Arts,2006-02-28 00:00:00,2006-03-05 00:00:00,567,US-SC-567,"Greenville-Spartanburg SC-Asheville NC-Anderson SC,",2017
367,367,367,hairspray (tour),"Greenville, SC","Jan 10, 2006 - Jan 15, 2006",Peace Center For The Performing Arts,2006-01-10 00:00:00,2006-01-15 00:00:00,567,US-SC-567,"Greenville-Spartanburg SC-Asheville NC-Anderson SC,",2010
368,368,368,the producers (tour: leo),"Greenville, SC","Mar 08, 2005 - Mar 13, 2005",Peace Center For The Performing Arts,2005-03-08 00:00:00,2005-03-13 00:00:00,567,US-SC-567,"Greenville-Spartanburg SC-Asheville NC-Anderson SC,",2008
371,371,371,evita (tour: 2004),"Greenville, SC","Jan 04, 2005 - Jan 09, 2005",Peace Center For The Performing Arts,2005-01-04 00:00:00,2005-01-09 00:00:00,567,US-SC-567,"Greenville-Spartanburg SC-Asheville NC-Anderson SC,",2007
384,384,384,chicago (tour),"Greenville, SC","Oct 12, 2004 - Oct 17, 2004",Peace Center For The Performing Arts,2004-10-12 00:00:00,2004-10-17 00:00:00,567,US-SC-567,"Greenville-Spartanburg SC-Asheville NC-Anderson SC,",2004
386,386,386,les misérables (tour: third national),"Greenville, SC","Jan 12, 2004 - Jan 18, 2004",Peace Center For The Performing Arts,2004-01-12 00:00:00,2004-01-18 00:00:00,567,US-SC-567,"Greenville-Spartanburg SC-Asheville NC-Anderson SC,",2005
390,390,390,irving berlin's white christmas (tour: 2010),"Greenville, SC","Nov 09, 2010 - Nov 14, 2010",Peace Center For The Performing Arts,2010-11-09 00:00:00,2010-11-14 00:00:00,567,US-SC-567,"Greenville-Spartanburg SC-Asheville NC-Anderson SC,",2005
403,403,403,the boy friend (tour),"Greenville, SC","Oct 24, 2005 - Oct 30, 2005",Peace Center For The Performing Arts,2005-10-24 00:00:00,2005-10-30 00:00:00,567,US-SC-567,"Greenville-Spartanburg SC-Asheville NC-Anderson SC,",2018
405,405,405,waitress (tour),"Greenville, SC","May 08, 2018 - May 13, 2018",Peace Center For The Performing Arts,2018-05-08 00:00:00,2018-05-13 00:00:00,567,US-SC-567,"Greenville-Spartanburg SC-Asheville NC-Anderson SC,",2019
406,406,406,on your feet! (tour),"Greenville, SC","Dec 26, 2017 - Dec 31, 2017",Peace Center For The Performing Arts,2017-12-26 00:00:00,2017-12-31 00:00:00,567,US-SC-567,"Greenville-Spartanburg SC-Asheville NC-Anderson SC,",2019
407,407,407,hamilton (tour: philip),"Greenville, SC","Dec 04, 2018 - Dec 16, 2018",Peace Center For The Performing Arts,2018-12-04 00:00:00,2018-12-16 00:00:00,567,US-SC-567,"Greenville-Spartanburg SC-Asheville NC-Anderson SC,",2018
412,412,412,les misérables (tour),"Greenville, SC","Oct 31, 2017 - Nov 05, 2017",Peace Center For The Performing Arts,2017-10-31 00:00:00,2017-11-05 00:00:00,567,US-SC-567,"Greenville-Spartanburg SC-Asheville NC-Anderson SC,",2019
416,416,416,"hello, dolly! (tour)","Greenville, SC","May 28, 2019 - Jun 02, 2019",Peace Center For The Performing Arts,2019-05-28 00:00:00,2019-06-02 00:00:00,567,US-SC-567,"Greenville-Spartanburg SC-Asheville NC-Anderson SC,",2010
417,417,417,miss saigon (tour),"Greenville, SC","Jan 15, 2019 - Jan 20, 2019",Peace Center For The Performing Arts,2019-01-15 00:00:00,2019-01-20 00:00:00,567,US-SC-567,"Greenville-Spartanburg SC-Asheville NC-Anderson SC,",2019
418,418,418,anastasia (tour),"Greenville, SC","Oct 23, 2018 - Oct 28, 2018",Peace Center For The Performing Arts,2018-10-23 00:00:00,2018-10-28 00:00:00,567,US-SC-567,"Greenville-Spartanburg SC-Asheville NC-Anderson SC,",2017
419,419,419,a bronx tale the musical (tour),"Greenville, SC","Feb 05, 2019 - Feb 10, 2019",Peace Center For The Performing Arts,2019-02-05 00:00:00,2019-02-10 00:00:00,567,US-SC-567,"Greenville-Spartanburg SC-Asheville NC-Anderson SC,",2015
420,420,420,charlie and the chocolate factory (tour),"Greenville, SC","Oct 01, 2019 - Oct 06, 2019",Peace Center For The Performing Arts,2019-10-01 00:00:00,2019-10-06 00:00:00,567,US-SC-567,"Greenville-Spartanburg SC-Asheville NC-Anderson SC,",2016
421,421,421,come from away (tour),"Greenville, SC","Apr 16, 2019 - Apr 21, 2019",Peace Center For The Performing Arts,2019-04-16 00:00:00,2019-04-21 00:00:00,567,US-SC-567,"Greenville-Spartanburg SC-Asheville NC-Anderson SC,",2016
422,422,422,the play that goes wrong (tour),"Greenville, SC","Oct 02, 2018 - Oct 07, 2018",Peace Center For The Performing Arts,2018-10-02 00:00:00,2018-10-07 00:00:00,567,US-SC-567,"Greenville-Spartanburg SC-Asheville NC-Anderson SC,",2018
423,423,423,the band's visit (tour),"Greenville, SC","Aug 27, 2019 - Sep 01, 2019",Peace Center For The Performing Arts,2019-08-27 00:00:00,2019-09-01 00:00:00,567,US-SC-567,"Greenville-Spartanburg SC-Asheville NC-Anderson SC,",2013
425,425,425,mean girls (tour),"Greenville, SC","Apr 27, 2021 - May 02, 2021",Peace Center For The Performing Arts,2021-04-27 00:00:00,2021-05-02 00:00:00,567,US-SC-567,"Greenville-Spartanburg SC-Asheville NC-Anderson SC,",2014
426,426,426,my fair lady (tour),"Greenville, SC","Jan 28, 2020 - Feb 02, 2020",Peace Center For The Performing Arts,2020-01-28 00:00:00,2020-02-02 00:00:00,567,US-SC-567,"Greenville-Spartanburg SC-Asheville NC-Anderson SC,",2012
427,427,427,once on this island (tour),"Greenville, SC","Nov 05, 2019 - Nov 10, 2019",Peace Center For The Performing Arts,2019-11-05 00:00:00,2019-11-10 00:00:00,567,US-SC-567,"Greenville-Spartanburg SC-Asheville NC-Anderson SC,",2009
428,428,428,oklahoma! (tour),"Greenville, SC","Jan 12, 2021 - Jan 17, 2021",Peace Center For The Performing Arts,2021-01-12 00:00:00,2021-01-17 00:00:00,567,US-SC-567,"Greenville-Spartanburg SC-Asheville NC-Anderson SC,",2019
429,429,429,ain't too proud (tour),"Greenville, SC","Jun 29, 2021 - Jul 04, 2021",Peace Center For The Performing Arts,2021-06-29 00:00:00,2021-07-04 00:00:00,567,US-SC-567,"Greenville-Spartanburg SC-Asheville NC-Anderson SC,",2016
430,430,430,pretty woman: the musical (tour),"Greenville, SC","Mar 23, 2021 - Mar 28, 2021",Peace Center For The Performing Arts,2021-03-23 00:00:00,2021-03-28 00:00:00,567,US-SC-567,"Greenville-Spartanburg SC-Asheville NC-Anderson SC,",2018
